ID,API_NUMBER,WELLTYPE,DEPTH,ISWSPNUM,VERIFIED_BY,VERIFIED_NOTES,VERIFIED_DATE,BEDROCK_DEPTH,VLQ,VLC,LATITUDE,LONGITUDE,ELEV_FT,BEDROCK_ELEV_FT,BEDROCK_ELEV_M
0,120012315400,nan,,nan,nan,nan,nan,15.0,nan,nan,40.183949,-90.925546,686.9640503,671.9640503,204.81464253144003
1,120112265500, ,0.0,nan,nan,nan,nan,85.0,nan,nan,41.206931,-89.514952,706.8858032,621.8858032,189.55079281536004
2,120192630900,MONIT,,nan,JRA,"North of County Road 1800N (Cardinal Rd.), west of Kaskaskia (Big) Ditch; 3/4 mile east of County Road 600E",7/1/2007 0:00:00,314.0,nan,nan,40.142511,-88.344935,712.4928589,398.4928589,121.46062339272
3,120192651100,STRAT,,nan,TH,"Update latlongs from A. Stumpf 4/4/16, xy was more than 1 mile off - Natural Resources Building; lat/long changed per A Stumpf; south side of building in grass part of horseshoe-shaped parking lot",7/1/2009 0:00:00,424.0,nan,nan,40.100854,-88.229066,755.7313843,331.73138429999995,101.11172593463999
4,120192652900,MONIT,,nan,TOH,Iliinois Sustainability Technology Center Illinois Sustainable Technology Center; NW corner of property beside entrance to loading docks,7/1/2009 0:00:00,246.0,nan,nan,40.090426,-88.243053,744.3563232,498.3563232,151.89900731136
5,120192654100,MONIT,,nan,TOH,Somer Township south of Somer Township garage at edge of parking lot and park,7/1/2009 0:00:00,189.0,nan,nan,40.174143,-88.190916,726.8430176,537.8430176,163.93455176448003
6,120270376800,nan,0.0,20731.0,ACP,"'79,'04 PBK",6/21/2005 0:00:00,24.0,nan,nan,38.632867,-89.683321,498.4956665,474.4956665,144.6262791492
7,120270387400,nan,,nan,ACP,bridge center,6/28/2005 0:00:00,29.0,nan,nan,38.61566,-89.652409,481.7628784,452.7628784,138.00212533632
8,120270393900,nan,,nan,ACP,"xy recalc by ABL 3/23/10, xy was more than 1 mile off - bridge center",6/28/2005 0:00:00,49.0,nan,nan,38.617507,-89.610859,471.1917419,422.1917419,128.68404293112002
9,120270402800,nan,,nan,ACP,"Profile fits topo in ""E 1/2 Sec. 10""",6/27/2005 0:00:00,53.0,nan,nan,38.638476,-89.63773,449.0274963,396.0274963,120.70918087224001
10,120270405300,nan,0.0,20793.0,ACP,PBK; at house on TM,6/21/2005 0:00:00,27.0,nan,nan,38.618636,-89.687982,493.6773987,466.6773987,142.24327112376002
11,120272420700,PRIV,210.0,20699.0,ACP,part of Gun Club? (PBK),6/21/2005 0:00:00,60.0,nan,nan,38.641889,-89.661082,502.4273071,442.4273071,134.85184320408
12,120272460600,PRIV,200.0,20755.0,ACP,PBK; on house in DOQ,6/21/2005 0:00:00,30.0,nan,nan,38.62812,-89.640674,482.5207825,452.5207825,137.928334506
13,120272674400, ,0.0,nan,ACP,confirmed coords. with Shively,11/8/2004 0:00:00,22.0,nan,nan,38.614125,-89.684532,488.0030212,466.0030212,142.03772086176
14,120272679700,nan,,nan,ACP,Bridge center,6/28/2005 0:00:00,27.0,nan,nan,38.635517,-89.663021,453.9266357,426.9266357,130.12723856136
15,120272679800,nan,,nan,ACP,bridge center,6/28/2005 0:00:00,27.0,nan,nan,38.635517,-89.663021,453.9266357,426.9266357,130.12723856136
16,120272681300,nan,,nan,ACP,bridge center,6/28/2005 0:00:00,49.0,nan,nan,38.617507,-89.610858,471.1917419,422.1917419,128.68404293112002
17,120272681400,nan,,nan,ACP,bridge center,6/28/2005 0:00:00,29.0,nan,nan,38.6163,-89.650116,480.7228394,451.7228394,137.68512144912
18,120272681500,nan,,nan,ACP,bridge center,6/28/2005 0:00:00,30.0,nan,nan,38.6163,-89.650116,480.7228394,450.7228394,137.38032144912
19,120272681600,nan,,nan,ACP,bridge center,6/28/2005 0:00:00,30.0,nan,nan,38.6163,-89.650116,480.7228394,450.7228394,137.38032144912
20,120272681700,nan,,nan,ACP,bridge center,6/28/2005 0:00:00,29.0,nan,nan,38.6163,-89.650116,480.7228394,451.7228394,137.68512144912
21,120272681800,nan,,nan,ACP,"bridge center, TM good",7/11/2005 0:00:00,22.0,nan,nan,38.625601,-89.650329,465.6679688,443.6679688,135.22999689024
22,120272681900,nan,,nan,ACP,"bridge center, TM good",7/11/2005 0:00:00,20.0,nan,nan,38.625601,-89.650329,465.6679688,445.6679688,135.83959689024
23,120272682400,nan,,nan,ACP,nan,7/11/2005 0:00:00,17.0,nan,nan,38.623796,-89.652039,481.2876282,464.2876282,141.51486907536
24,120272682500,nan,,nan,ACP,nan,7/11/2005 0:00:00,12.0,nan,nan,38.623796,-89.652039,481.2876282,469.2876282,143.03886907536
25,120272682600,nan,,nan,ACP,nan,7/11/2005 0:00:00,15.0,nan,nan,38.623796,-89.652039,481.2876282,466.2876282,142.12446907536
26,120272699200,nan,,nan,JMG,nan,11/27/2012 0:00:00,50.0,nan,nan,38.712123,-89.384865,452.7507324,402.7507324,122.75842323552001
27,120310060400,nan,0.0,37411.0,RK,"Oracle, Top of bedrock fm is 252JOLT",1/21/2015 13:30:36,250.0,nan,nan,41.656479,-87.654022,596.9486084,346.9486084,105.74993584032
28,120310061200, ,0.0,nan,RK,"Estimated from Map (GIS), Top of bedrock fm is 252RCIN",1/21/2015 13:30:36,60.0,nan,nan,41.66775,-87.608959,596.4599609,536.4599609,163.51299608232003
29,120310076500,TH,10000.0,nan,RK,"Oracle, Top of bedrock fm is 252JOLT",1/21/2015 13:52:15,350.0,nan,nan,41.589304,-87.581478,600.7485962,250.74859619999995,76.42817212175999
30,120310079600,nan,0.0,nan,RK,"Oracle, Top of bedrock fm is 252JOLT",1/21/2015 13:30:36,240.0,nan,nan,41.731833,-87.63174,612.7902222,372.7902222,113.62645972656001
31,120310079700,nan,0.0,29036.0,RK,"Oracle, Top of bedrock fm is 252JOLT",1/21/2015 13:30:36,325.0,nan,nan,41.702646,-87.547446,589.6605835,264.66058350000003,80.66854585080002
32,120310087700, ,0.0,nan,RK,"Estimated from Map (GIS), Top of bedrock fm is 252RCIN",1/21/2015 13:30:36,50.0,nan,nan,41.667771,-87.604845,594.8826294,544.8826294,166.08022544112004
33,120310087800,nan,,nan,RK,"Oracle, Top of bedrock fm is 252RCIN",1/21/2015 13:52:15,12.0,nan,nan,41.892473,-87.746644,607.2767334,595.2767334,181.44034834032
34,120310088000, ,0.0,nan,RK,"Estimated from Map (GIS), Top of bedrock fm is 252JOLT",1/21/2015 13:30:36,280.0,nan,nan,41.667764,-87.608147,599.4713135,319.47131349999995,97.37485635479999
35,120310088100,nan,0.0,nan,RK,"Estimated from Map (GIS), Top of bedrock fm is 252RCIN",1/21/2015 13:30:36,75.0,nan,nan,41.648723,-87.561703,585.0024414,510.00244139999995,155.44874413872
36,120310088200, ,0.0,nan,RK,"Estimated from Map (GIS), Top of bedrock fm is 252JOLT",1/21/2015 13:30:36,300.0,nan,nan,41.667814,-87.607348,592.5581665,292.55816649999997,89.17172914919999
37,120310088300,nan,0.0,nan,RK,"TD correct per DL., Estimated from Map (GIS), Top of bedrock fm is 252RCIN",1/21/2015 13:30:36,95.0,nan,nan,41.658629,-87.574715,584.1436768,489.1436768,149.09099268864
38,120310088400,nan,0.0,nan,RK,"Estimated from Map (GIS), Top of bedrock fm is 252RCIN",1/21/2015 13:30:36,75.0,nan,nan,41.648748,-87.579002,590.1558228,515.1558228,157.01949478944002
39,120310088500, ,0.0,nan,RK,"Estimated from Map (GIS), Top of bedrock fm is 252RCIN",1/21/2015 13:30:36,101.0,nan,nan,41.664225,-87.568439,582.8536987,481.8536987,146.86900736376
40,120310088600,nan,,nan,RK,"Estimated from Map (GIS), Top of bedrock fm is 252RCIN",1/21/2015 13:52:15,79.0,nan,nan,41.639231,-87.568815,585.9556274,506.9556274,154.52007523152002
41,120310088900,TH,,nan,RK,"Oracle, Top of bedrock fm is 252JOLT",1/21/2015 13:52:15,280.0,nan,nan,41.621733,-87.628012,597.2120972,317.2120972,96.68624722656001
42,120310089000,nan,0.0,nan,RK,"depth is 1050 per DL (ORA depth may be from geophys logging), Estimated from Map (GIS), Top of bedrock fm is 252RCIN",1/21/2015 13:30:36,79.0,nan,nan,41.676989,-87.555816,587.3803101,508.3803101,154.95431851848
43,120310089100, ,0.0,nan,RK,"ORA depth from geophys logs, Estimated from Map (GIS), Top of bedrock fm is 252RCIN",1/21/2015 13:30:36,67.0,nan,nan,41.667743,-87.609926,597.8867798,530.8867798,161.81429048304
44,120310089200,nan,0.0,nan,RK,"depth correct per DL, ORA depth appears to be from geophys logging., Estimated from Map (GIS), Top of bedrock fm is 252RCIN",1/21/2015 13:30:36,99.0,nan,nan,41.652862,-87.55124,584.166626,485.16662599999995,147.87878760479998
45,120310089300, ,0.0,nan,RK,"TD 980 is correct from DL, ORA depth is from geophys log., Estimated from Map (GIS), Top of bedrock fm is 252RCIN",1/21/2015 13:30:36,75.0,nan,nan,41.711404,-87.600976,595.6047363,520.6047363,158.68032362424
46,120310089400, ,0.0,nan,DO,"From D. Ortiz data set, trac_id 39876.579519",3/4/2009 0:00:00,0.0,1.0,0.0,41.685094,-87.575524,590.6271362,590.6271362,180.02315111376
47,120310089500,nan,0.0,nan,RK,"On or near section line, loc coords slightly moved to match ORA section., Estimated from Map (GIS), Top of bedrock fm is 252RCIN",1/21/2015 13:30:36,79.0,nan,nan,41.694673,-87.580909,584.069519,505.069519,153.94518939120002
48,120310089600,nan,0.0,nan,RK,"Estimated from Map (GIS), Top of bedrock fm is 252RCIN",1/21/2015 13:30:36,45.0,nan,nan,41.65749,-87.585055,615.4176636,570.4176636,173.86330386528
49,120310089800,nan,,189633.0,RK,"Estimated from Map (GIS), Top of bedrock fm is 252RCIN",1/21/2015 13:52:15,11.0,nan,nan,41.80586,-87.858155,625.6413574,614.6413574,187.34268573552
50,120310090100,TH,1025.0,nan,RK,"Oracle, Top of bedrock fm is 252JOLT",1/21/2015 13:52:15,350.0,nan,nan,41.629837,-87.538082,588.3637695,238.3637695,72.6532769436
51,120310090400,nan,,nan,RK,"Oracle, Top of bedrock fm is 252RCIN",1/21/2015 13:52:15,52.0,nan,nan,41.816153,-87.705396,600.3245239,548.3245239,167.12931488472003
52,120310092100, ,0.0,456060.0,RK,"Estimated from Map (GIS), Top of bedrock fm is 252RCIN",1/21/2015 13:30:36,25.0,nan,nan,41.652237,-87.719456,602.4641724,577.4641724,176.01107974752003
53,120310092200, ,0.0,nan,RK,"ORA depth appears to be from Geophysics Logs., Estimated from Map (GIS), Top of bedrock fm is 252RCIN",1/21/2015 13:30:36,75.0,nan,nan,41.692615,-87.661513,618.847229,543.847229,165.7646353992
54,120310092300,nan,0.0,nan,RK,"Estimated from Map (GIS), Top of bedrock fm is 252RCIN",1/21/2015 13:30:36,35.0,nan,nan,41.656496,-87.657772,590.8782349,555.8782349,169.43168599752002
55,120310092400,nan,,nan,RK,"Estimated from Map (GIS), Top of bedrock fm is 252RCIN",1/21/2015 13:52:15,42.0,nan,nan,41.797575,-87.812038,623.8539429,581.8539429,177.34908179592
56,120310166600,nan,,nan,RK,"Estimated from Map (manual), Top of bedrock fm is 252RCIN",1/21/2015 13:52:15,76.0,nan,nan,41.99463,-87.77105,609.6278687,533.6278687,162.64977437976
57,120310166700,nan,,nan,RK,"Estimated from Map (manual), Top of bedrock fm is 252RCIN",1/21/2015 13:52:15,70.0,nan,nan,41.947517,-87.855366,621.9989624,551.9989624,168.24928373952
58,120310166800,nan,,189920.0,RK,"Estimated from Map (manual), Top of bedrock fm is 252RCIN",1/21/2015 13:52:15,20.0,nan,nan,41.774108,-87.857627,614.9120483,594.9120483,181.32919232184003
59,120310166900,nan,,nan,RK,"Estimated from Map (manual), Top of bedrock fm is 252RCIN",1/21/2015 13:52:15,122.0,nan,nan,41.886549,-87.63679,576.0898438,454.08984380000004,138.40658439024003
60,120310167000,nan,,189804.0,RK,"On or near section line. Using Oracle loc. to maintain section., Oracle, Top of bedrock fm is 252RCIN",1/21/2015 13:51:24,20.0,nan,nan,41.7906,-87.861152,651.7351685,631.7351685,192.5528793588
61,120310167100,nan,,nan,RK,"Estimated from Map (manual), Top of bedrock fm is 252RCIN",1/21/2015 13:52:15,70.0,nan,nan,41.941394,-87.638693,589.1373901,519.1373901,158.23307650248
62,120310167200,nan,,nan,RK,"On or near section line, loc coords slightly moved to match ORA section, Estimated from Map (manual), Top of bedrock fm is 252RCIN",1/21/2015 13:30:36,70.0,nan,nan,41.832515,-87.704809,594.5363159,524.5363159,159.87866908632
63,120310167300,nan,,nan,RK,"Oracle TD appears to be from Geophys logs rather than actual TD, Estimated from Map (manual), Top of bedrock fm is 252RCIN",1/21/2015 13:51:24,79.0,nan,nan,41.813798,-87.763827,608.4552612,529.4552612,161.37796361376002
64,120310167400,nan,,nan,RK,"Estimated from Map (manual), Top of bedrock fm is 252RCIN",1/21/2015 13:52:15,75.0,nan,nan,42.005523,-87.659633,588.3701782,513.3701782,156.47523031536002
65,120310167500,nan,,nan,RK,"ORA Elev typo? On or near section line. Using Oracle loc. to maintain section., Oracle, Top of bedrock fm is 252RCIN",1/21/2015 13:51:24,120.0,nan,nan,42.026424,-87.793884,621.5736694,501.57366939999997,152.87965443312
66,120310167600,nan,,nan,RK,"Estimated from Map (manual), Top of bedrock fm is 252RCIN",1/21/2015 13:52:15,62.0,nan,nan,41.825555,-87.656988,595.1746826,533.1746826,162.51164325648
67,120310167700,nan,,nan,RK,"Estimated from Map (manual), Top of bedrock fm is 252RCIN",1/21/2015 13:52:15,74.0,nan,nan,41.975897,-87.703296,603.8618164,529.8618164,161.50188163872
68,120310167800,nan,,nan,RK,"Estimated from Map (manual), Top of bedrock fm is 252RCIN",1/21/2015 13:52:15,94.0,nan,nan,42.073931,-87.685451,602.3615112,508.3615112,154.94858861376
69,120310167900,nan,,nan,RK,"Oracle TD is from Neutron Log, TD is 1296 per core data and log, Estimated from Map (manual), Top of bedrock fm is 252RCIN",1/21/2015 13:51:24,84.0,nan,nan,42.021471,-87.717515,600.4041748,516.4041748,157.39999247904
70,120310168000,nan,,nan,RK,"Estimated from Map (manual), Top of bedrock fm is 252RCIN",1/21/2015 13:52:15,71.0,nan,nan,41.93033,-87.681405,586.6134644,515.6134644,157.15898394912
71,120310168100,nan,,nan,RK,"Estimated from Map (manual), Top of bedrock fm is 252RCIN",1/21/2015 13:51:24,84.0,nan,nan,42.019281,-87.935602,661.1343384,577.1343384,175.91054634432
72,120310168200,nan,,nan,RK,"TD 836 per DL and per core data (ORA TD of 505 is wrong)., Estimated from Map (manual), Top of bedrock fm is 252RCIN",1/21/2015 13:30:36,29.0,nan,nan,41.84121,-87.830642,613.3167725,584.3167725,178.099752258
73,120310168300,nan,,nan,RK,"Estimated from Map (manual), Top of bedrock fm is 252RCIN",1/21/2015 13:52:15,79.0,nan,nan,41.870129,-87.63203,601.0935669,522.0935669,159.13411919112002
74,120310178200,nan,,nan,VJA,no address,8/3/2015 0:00:00,646.0,1.0,1.0,41.477009,-87.683756,715.6832886,69.68328859999997,21.23946636527999
75,120310194000,nan,,25090.0,VJA,no address,2/1/2017 0:00:00,530.0,1.0,1.0,41.644867,-87.813988,701.4815674,171.48156740000002,52.267581743520005
76,120310197500,nan,,188919.0,VJA,"no location, street does not go past 135th St.",12/20/2017 0:00:00,582.0,1.0,1.0,41.644028,-87.756264,620.5784912,38.57849120000003,11.75872411776001
77,120310197800,nan,,27651.0,VJA,no address,1/2/2018 0:00:00,589.0,1.0,1.0,41.636312,-87.751783,629.3902588,40.39025879999997,12.310950882239991
78,120310210800,nan,,25995.0,VJA,no address,5/31/2018 0:00:00,555.0,1.0,1.0,41.724478,-87.803514,617.7628784,62.76287839999998,19.130125336319995
79,120310210900,nan,,nan,VJA,no address,5/31/2018 0:00:00,538.0,1.0,1.0,41.721901,-87.79981,613.3302612,75.3302612,22.96066361376
80,120310211300,nan,,nan,VJA,no address,5/31/2018 0:00:00,584.0,2.0,2.0,41.719794,-87.826985,684.524292,100.52429199999995,30.639804201599986
81,120310211500,nan,,26001.0,VJA,no address,5/31/2018 0:00:00,572.0,1.0,1.0,41.720394,-87.819089,624.9512329,52.951232900000036,16.13953578792001
82,120310211700,nan,,nan,VJA,location to address & lot,5/31/2018 0:00:00,555.0,3.0,3.0,41.719392,-87.823751,643.0540161,88.05401610000001,26.838864107280006
83,120310212300,nan,0.0,nan,VJA,no address,6/4/2018 0:00:00,614.0,1.0,1.0,41.708235,-87.873228,720.7562866,106.75628659999995,32.539316155679984
84,120310212400,nan,0.0,nan,VJA,no address,6/4/2018 0:00:00,535.0,2.0,2.0,41.704089,-87.817287,594.7130737,59.713073699999995,18.20054486376
85,120310212600,nan,0.0,nan,VJA,no address,6/4/2018 0:00:00,560.0,1.0,1.0,41.714152,-87.836499,687.7908936,127.7908936,38.950664369280005
86,120310212800,nan,0.0,nan,VJA,no address,6/4/2018 0:00:00,558.0,1.0,1.0,41.717946,-87.828127,657.7835693,99.78356929999995,30.41403192263999
87,120310212900,nan,0.0,460193.0,VJA,no address,6/4/2018 0:00:00,534.0,1.0,1.0,41.718137,-87.804514,603.3974609,69.39746090000006,21.15234608232002
88,120310213000,nan,0.0,nan,VJA,no address,6/4/2018 0:00:00,554.0,1.0,1.0,41.698163,-87.798978,597.1276245,43.127624500000024,13.145299947600009
89,120310213100,nan,0.0,26042.0,VJA,no address,6/4/2018 0:00:00,533.0,1.0,1.0,41.698872,-87.824987,593.6620483,60.66204830000004,18.489792321840014
90,120310213500,nan,0.0,26047.0,VJA,which location?,6/4/2018 0:00:00,541.0,2.0,2.0,41.696917,-87.830964,591.3642578,50.36425780000002,15.351025777440006
91,120310213700,nan,0.0,nan,VJA,no address,6/4/2018 0:00:00,542.0,1.0,1.0,41.698431,-87.824365,594.7077637,52.70776369999999,16.065326375759998
92,120310213800,nan,,26049.0,VJA,no address,6/4/2018 0:00:00,532.0,1.0,1.0,41.697109,-87.821289,600.1400146,68.14001459999997,20.769076450079993
93,120310213900,nan,,nan,VJA,location to lot & subd.,6/4/2018 0:00:00,537.0,3.0,3.0,41.697433,-87.819731,601.0825195,64.08251949999999,19.5323519436
94,120310214200,nan,,nan,VJA,no address,6/5/2018 0:00:00,557.0,1.0,1.0,41.689519,-87.854243,612.3325195,55.33251949999999,16.865351943599997
95,120310214500,nan,,nan,VJA,no address,6/5/2018 0:00:00,571.0,1.0,1.0,41.67558,-87.824676,638.6616211,67.66162110000005,20.623262111280017
96,120310371300, ,0.0,nan,nan,nan,nan,548.0,nan,nan,42.099497,-87.933601,662.3721313,114.37213129999998,34.86062562023999
97,120310371400, ,0.0,nan,nan,nan,nan,568.0,nan,nan,42.098741,-87.943228,677.1546631,109.1546631,33.27034131288
98,120310371800, ,0.0,nan,nan,nan,nan,565.0,nan,nan,42.099882,-87.930742,659.5020142,94.50201419999996,28.80421392815999
99,120310371900, ,0.0,nan,nan,nan,nan,543.0,nan,nan,42.101979,-87.929217,660.7902222,117.79022220000002,35.902459726560004
100,120310372000, ,0.0,nan,nan,nan,nan,554.0,nan,nan,42.095947,-87.928636,660.569519,106.56951900000001,32.48238939120001
101,120310372100, ,0.0,nan,nan,nan,nan,543.0,nan,nan,42.102228,-87.928697,658.7806396,115.78063959999997,35.28993895007999
102,120310372200, ,0.0,nan,nan,nan,nan,542.0,nan,nan,42.100324,-87.932357,661.6812744,119.6812744,36.478852437120004
103,120310372300, ,0.0,nan,nan,nan,nan,542.0,nan,nan,42.100047,-87.932637,662.1870728,120.18707280000001,36.633019789440006
104,120310372400, ,0.0,nan,nan,nan,nan,567.0,nan,nan,42.099749,-87.927904,653.5083618,86.50836179999999,26.367748676639998
105,120310372500, ,0.0,nan,nan,nan,nan,560.0,nan,nan,42.101563,-87.932476,652.5778809,92.57788089999997,28.21773809831999
106,120310372600, ,0.0,nan,nan,nan,nan,569.0,nan,nan,42.099529,-87.929237,659.8297119,90.8297119,27.684896187120003
107,120310372700, ,0.0,nan,nan,nan,nan,573.0,nan,nan,42.101329,-87.936615,661.8719482,88.87194820000002,27.088169811360007
108,120310372800, ,0.0,nan,nan,nan,nan,530.0,nan,nan,42.099361,-87.93057,658.3217163,128.32171630000005,39.11245912824002
109,120310372900, ,0.0,nan,nan,nan,nan,556.0,nan,nan,42.101284,-87.935402,656.8469238,100.84692380000001,30.738142374240006
110,120310373000, ,0.0,nan,nan,nan,nan,563.0,nan,nan,42.100218,-87.929232,661.4499512,98.44995119999999,30.007545125759997
111,120310373100, ,0.0,nan,nan,nan,nan,567.0,nan,nan,42.09946,-87.928199,654.3183594,87.31835939999996,26.61463594511999
112,120310373200, ,0.0,nan,nan,nan,nan,565.0,nan,nan,42.100453,-87.928868,666.3619995,101.36199950000002,30.89513744760001
113,120310373300, ,0.0,nan,nan,nan,nan,567.0,nan,nan,42.100551,-87.930931,661.0752563,94.07525629999998,28.674138120239995
114,120310373400, ,0.0,nan,nan,nan,nan,555.0,nan,nan,42.0998,-87.932343,661.8967285,106.8967285,32.5821228468
115,120310373500, ,0.0,nan,nan,nan,nan,562.0,nan,nan,42.098399,-87.929245,657.6444702,95.6444702,29.152434516960003
116,120310373600, ,0.0,nan,nan,nan,nan,539.0,nan,nan,42.101044,-87.927892,658.117981,119.11798099999999,36.3071606088
117,120310373700, ,0.0,nan,nan,nan,nan,606.0,nan,nan,42.10027,-87.929675,663.1350098,57.135009800000034,17.414750987040012
118,120310373800, ,0.0,nan,nan,nan,nan,540.0,nan,nan,42.101238,-87.927595,658.4794922,118.47949219999998,36.11254922256
119,120310373900, ,0.0,nan,nan,nan,nan,545.0,nan,nan,42.101979,-87.929884,661.8294678,116.82946779999997,35.60962178543999
120,120310374000, ,0.0,nan,nan,nan,nan,544.0,nan,nan,42.101268,-87.929926,661.3703613,117.37036130000001,35.774486124240006
121,120310374100, ,0.0,nan,nan,nan,nan,561.0,nan,nan,42.100245,-87.928547,659.5664063,98.56640630000004,30.043040640240015
122,120310374200, ,0.0,nan,nan,nan,nan,544.0,nan,nan,42.100243,-87.930971,660.3125,116.3125,35.45205
123,120310374300, ,0.0,nan,nan,nan,nan,588.0,nan,nan,42.097941,-87.945115,677.7904053,89.79040529999997,27.368115535439994
124,120310374400, ,0.0,nan,nan,nan,nan,559.0,nan,nan,42.097621,-87.935132,668.6022339,109.60223389999999,33.40676089272
125,120310374500, ,0.0,nan,nan,nan,nan,531.0,nan,nan,42.100243,-87.929935,662.6914673,131.6914673,40.13955923304
126,120310374600, ,0.0,nan,nan,nan,nan,556.0,nan,nan,42.095805,-87.932343,660.9407349,104.94073490000005,31.985935997520016
127,120310374700, ,0.0,nan,nan,nan,nan,551.0,nan,nan,42.101064,-87.935285,654.8233643,103.82336429999998,31.645361438639995
128,120310374800, ,0.0,nan,nan,nan,nan,542.0,nan,nan,42.097932,-87.927879,660.3275146,118.32751459999997,36.066226450079995
129,120310374900, ,0.0,nan,nan,nan,nan,572.0,nan,nan,42.101267,-87.930259,661.6828613,89.68286130000001,27.335336124240005
130,120310375000, ,0.0,nan,nan,nan,nan,559.0,nan,nan,42.101375,-87.938431,665.3266602,106.32666019999999,32.408366028959996
131,120310375100, ,0.0,nan,nan,nan,nan,550.0,nan,nan,42.101372,-87.93758,665.3452759,115.34527590000005,35.15724009432002
132,120310375200, ,0.0,nan,nan,nan,nan,537.0,nan,nan,42.101893,-87.92748,655.1555786,118.15557860000001,36.013820357280004
133,120310375300, ,0.0,nan,nan,nan,nan,563.0,nan,nan,42.101209,-87.92915,662.0258179,99.02581789999999,30.18306929592
134,120310375400, ,0.0,nan,nan,nan,nan,556.0,nan,nan,42.095778,-87.931596,658.4589844,102.45898439999996,31.22949844511999
135,120310375500, ,0.0,nan,nan,nan,nan,540.0,nan,nan,42.102033,-87.927662,655.1226807,115.12268070000005,35.089393077360015
136,120310375600, ,0.0,nan,nan,nan,nan,555.0,nan,nan,42.102055,-87.935188,661.4699707,106.46997069999998,32.45204706935999
137,120310375800, ,0.0,nan,nan,nan,nan,580.0,nan,nan,42.096912,-87.927851,657.1062012,77.10620119999999,23.501970125759996
138,120310375900, ,0.0,nan,nan,nan,nan,555.0,nan,nan,42.096059,-87.927708,659.1247559,104.12475589999997,31.73722559831999
139,120310376000, ,0.0,nan,nan,nan,nan,556.0,nan,nan,42.100274,-87.927788,654.9318848,98.93188480000003,30.15443848704001
140,120310376100, ,0.0,nan,nan,nan,nan,562.0,nan,nan,42.101038,-87.936211,662.0825806,100.08258060000003,30.50517056688001
141,120310376200, ,0.0,nan,nan,nan,nan,552.0,nan,nan,42.096605,-87.932228,658.4104614,106.41046140000003,32.43390863472001
142,120310376300, ,0.0,nan,nan,nan,nan,561.0,nan,nan,42.096606,-87.929923,655.1148071,94.11480710000001,28.686193204080002
143,120310376400, ,0.0,nan,nan,nan,nan,560.0,nan,nan,42.100522,-87.927786,657.2834473,97.28344730000003,29.651994737040013
144,120310376500, ,0.0,nan,nan,nan,nan,557.0,nan,nan,42.100186,-87.930636,661.3190308,104.31903079999995,31.796440587839985
145,120310376600, ,0.0,nan,nan,nan,nan,556.0,nan,nan,42.100043,-87.937507,654.1876831,98.18768309999996,29.92760580887999
146,120310376700, ,0.0,nan,nan,nan,nan,575.0,nan,nan,42.09928,-87.92787,656.2536621,81.25366210000004,24.766116208080014
147,120310376800, ,0.0,nan,nan,nan,nan,536.0,nan,nan,42.099501,-87.928979,659.0228271,123.02282709999997,37.497357700079995
148,120310376900, ,0.0,nan,nan,nan,nan,539.0,nan,nan,42.099499,-87.93101,659.4395752,120.43957520000004,36.70998252096001
149,120310377000, ,0.0,nan,nan,nan,nan,560.0,nan,nan,42.100375,-87.935445,654.1366577,94.1366577,28.69285326696
150,120310377100, ,0.0,nan,nan,nan,nan,591.0,nan,nan,42.102223,-87.933212,646.6471558,55.64715579999995,16.961253087839985
151,120310377200, ,0.0,nan,nan,nan,nan,546.0,nan,nan,42.103156,-87.934648,660.6611938,114.66119379999998,34.948731870239996
152,120310377300, ,0.0,nan,nan,nan,nan,553.0,nan,nan,42.106654,-87.939023,663.7821655,110.78216550000002,33.766404044400005
153,120310377400, ,0.0,nan,nan,nan,nan,568.0,nan,nan,42.10129,-87.931369,661.8650513,93.8650513,28.610067636240004
154,120310377500, ,0.0,nan,nan,nan,nan,571.0,nan,nan,42.101291,-87.928926,660.3384399,89.33843990000003,27.23035648152001
155,120310377600, ,0.0,nan,nan,nan,nan,578.0,nan,nan,42.103029,-87.938311,665.4398804,87.43988039999999,26.65167554592
156,120310377700, ,0.0,nan,nan,nan,nan,565.0,nan,nan,42.09818,-87.92784,659.5201416,94.52014159999999,28.80973915968
157,120310377800, ,0.0,nan,nan,nan,nan,550.0,nan,nan,42.097707,-87.930286,655.0258789,105.02587889999995,32.01188788871999
158,120310377900, ,0.0,nan,nan,nan,nan,557.0,nan,nan,42.106646,-87.93795,659.7858276,102.78582759999995,31.329120252479985
159,120310378000, ,0.0,nan,nan,nan,nan,548.0,nan,nan,42.105878,-87.938467,660.5255127,112.52551270000004,34.297776270960014
160,120310378100, ,0.0,nan,nan,nan,nan,550.0,nan,nan,42.105885,-87.939207,664.9075928,114.90759279999997,35.023834285439996
161,120310378200, ,0.0,nan,nan,nan,nan,538.0,nan,nan,42.104816,-87.937308,664.6958008,126.69580080000003,38.61688008384001
162,120310378300, ,0.0,nan,nan,nan,nan,540.0,nan,nan,42.104322,-87.938122,665.2288208,125.2288208,38.16974457984
163,120310378400, ,0.0,nan,nan,nan,nan,575.0,nan,nan,42.099502,-87.928609,656.973877,81.97387700000002,24.985637709600006
164,120310378500, ,0.0,nan,nan,nan,nan,583.0,nan,nan,42.103028,-87.937978,670.1286011,87.12860109999997,26.556797615279994
